benchmark,index,parent_aig,child_aig,mapper_mode,phase,cut_ordinal,reason,viable,selected_update,node,level,refs,gate,leaves,u_phase_best,fanout_limit,arrival,required,slack,area_flow,best_gate,best_arrival,best_area_flow,child_leaf_index,child_requested_phase,child_inverted_pin,leaf0_aig_id,leaf0_phase,leaf1_aig_id,leaf1_phase,leaf2_aig_id,leaf2_phase,leaf3_aig_id,leaf3_phase,leaf4_aig_id,leaf4_phase,leaf5_aig_id,leaf5_phase
benchmarks/i10.aig,181,861,855,2,0,28,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,710,-1,738,-1,745,-1,749,-1,856,-1,-1,-1
benchmarks/i10.aig,182,861,855,2,0,29,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,699,-1,709,-1,745,-1,749,-1,856,-1,-1,-1
benchmarks/i10.aig,183,861,855,2,0,30,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,732,-1,733,-1,735,-1,746,-1,856,-1,-1,-1
benchmarks/i10.aig,184,861,855,2,0,31,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,84,-1,208,-1,734,-1,746,-1,856,-1,-1,-1
benchmarks/i10.aig,185,861,855,2,0,32,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,737,-1,736,-1,739,-1,745,-1,856,-1,-1,-1
benchmarks/i10.aig,186,861,855,2,0,33,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,710,-1,727,-1,735,-1,746,-1,856,-1,-1,-1
benchmarks/i10.aig,187,861,855,2,0,34,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,739,-1,743,-1,744,-1,749,-1,856,-1,-1,-1
benchmarks/i10.aig,188,861,855,2,0,35,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,4,-1,-1,739,-1,745,-1,749,-1,850,-1,855,-1,-1,-1
benchmarks/i10.aig,189,861,855,2,0,36,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,649,-1,799,-1,850,-1,809,-1,853,-1,-1,-1
benchmarks/i10.aig,190,861,855,2,0,37,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,4,-1,-1,736,-1,746,-1,795,-1,850,-1,855,-1,-1,-1
benchmarks/i10.aig,191,861,855,2,1,0,violates-required,0,0,615,20,2,NOR2xp33_ASAP7_75t_L,2,1,5,87.150,82.340,-4.810,0.930,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,799,0,856,1,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/i10.aig,192,861,855,2,1,1,no-supers,0,0,615,20,2,?,3,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,746,-1,749,-1,856,-1,-1,-1,-1,-1,-1,-1
benchmarks/i10.aig,193,861,855,2,1,2,no-super-best,0,0,615,20,2,?,3,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,2,-1,-1,799,-1,850,-1,855,-1,-1,-1,-1,-1,-1,-1
benchmarks/i10.aig,194,861,855,2,1,3,no-super-best,0,0,615,20,2,?,3,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,797,-1,798,-1,856,-1,-1,-1,-1,-1,-1,-1
benchmarks/i10.aig,195,861,855,2,1,4,violates-required,0,0,615,20,2,AOI21xp33_ASAP7_75t_L,3,3,2,87.360,82.340,-5.020,1.170,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,751,0,795,0,856,1,-1,-1,-1,-1,-1,-1
benchmarks/i10.aig,196,861,855,2,1,5,no-supers,0,0,615,20,2,?,4,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,737,-1,736,-1,746,-1,856,-1,-1,-1,-1,-1
benchmarks/i10.aig,197,861,855,2,1,6,no-supers,0,0,615,20,2,?,4,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,734,-1,735,-1,746,-1,856,-1,-1,-1,-1,-1
benchmarks/i10.aig,198,861,855,2,1,7,violates-required,0,0,615,20,2,AOI211xp5_ASAP7_75t_L,4,12,1,83.990,82.340,-1.650,1.400,AOI22xp33_ASAP7_75t_L,82.290,1.400,3,0,1,797,1,798,1,850,0,855,0,-1,-1,-1,-1
benchmarks/i10.aig,199,861,855,2,1,8,no-super-best,0,0,615,20,2,?,4,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,3,-1,-1,2,-1,627,-1,799,-1,855,-1,-1,-1,-1,-1
benchmarks/i10.aig,200,861,855,2,1,9,no-supers,0,0,615,20,2,?,4,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,739,-1,745,-1,749,-1,856,-1,-1,-1,-1,-1
benchmarks/i10.aig,201,861,855,2,1,10,no-super-best,0,0,615,20,2,?,4,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,799,-1,850,-1,809,-1,854,-1,-1,-1,-1,-1
benchmarks/i10.aig,202,861,855,2,1,11,no-supers,0,0,615,20,2,?,4,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,3,-1,-1,746,-1,749,-1,850,-1,855,-1,-1,-1,-1,-1
benchmarks/i10.aig,203,861,855,2,1,12,nonselected,1,0,615,20,2,AOI22xp33_ASAP7_75t_L,4,15,1,82.290,82.340,0.050,1.400,AOI22xp33_ASAP7_75t_L,82.290,1.400,3,0,1,751,0,795,0,850,0,855,0,-1,-1,-1,-1
benchmarks/i10.aig,204,861,855,2,1,13,no-super-best,0,0,615,20,2,?,4,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,736,-1,746,-1,795,-1,856,-1,-1,-1,-1,-1
benchmarks/i10.aig,205,861,855,2,1,14,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,624,-1,629,-1,799,-1,850,-1,854,-1,-1,-1
benchmarks/i10.aig,206,861,855,2,1,15,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,4,-1,-1,737,-1,736,-1,746,-1,850,-1,855,-1,-1,-1
benchmarks/i10.aig,207,861,855,2,1,16,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,2,-1,627,-1,799,-1,809,-1,854,-1,-1,-1
benchmarks/i10.aig,208,861,855,2,1,17,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,4,-1,-1,734,-1,735,-1,746,-1,850,-1,855,-1,-1,-1
benchmarks/i10.aig,209,861,855,2,1,18,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,4,-1,-1,2,-1,624,-1,626,-1,799,-1,855,-1,-1,-1
benchmarks/i10.aig,210,861,855,2,1,19,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,797,-1,798,-1,850,-1,809,-1,854,-1,-1,-1
benchmarks/i10.aig,211,861,855,2,1,20,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,4,-1,-1,2,-1,627,-1,797,-1,798,-1,855,-1,-1,-1
benchmarks/i10.aig,212,861,855,2,1,21,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,4,-1,-1,2,-1,627,-1,751,-1,795,-1,855,-1,-1,-1
benchmarks/i10.aig,213,861,855,2,1,22,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,4,-1,-1,2,-1,627,-1,746,-1,749,-1,855,-1,-1,-1
benchmarks/i10.aig,214,861,855,2,1,23,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,751,-1,795,-1,850,-1,809,-1,854,-1,-1,-1
benchmarks/i10.aig,215,861,855,2,1,24,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,746,-1,749,-1,850,-1,809,-1,854,-1,-1,-1
benchmarks/i10.aig,216,861,855,2,1,25,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,736,-1,739,-1,745,-1,795,-1,856,-1,-1,-1
benchmarks/i10.aig,217,861,855,2,1,26,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,734,-1,735,-1,739,-1,745,-1,856,-1,-1,-1
benchmarks/i10.aig,218,861,855,2,1,27,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,729,-1,730,-1,735,-1,746,-1,856,-1,-1,-1
benchmarks/i10.aig,219,861,855,2,1,28,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,710,-1,738,-1,745,-1,749,-1,856,-1,-1,-1
benchmarks/i10.aig,220,861,855,2,1,29,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,699,-1,709,-1,745,-1,749,-1,856,-1,-1,-1
benchmarks/i10.aig,221,861,855,2,1,30,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,732,-1,733,-1,735,-1,746,-1,856,-1,-1,-1
benchmarks/i10.aig,222,861,855,2,1,31,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,84,-1,208,-1,734,-1,746,-1,856,-1,-1,-1
benchmarks/i10.aig,223,861,855,2,1,32,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,737,-1,736,-1,739,-1,745,-1,856,-1,-1,-1
benchmarks/i10.aig,224,861,855,2,1,33,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,710,-1,727,-1,735,-1,746,-1,856,-1,-1,-1
benchmarks/i10.aig,225,861,855,2,1,34,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,739,-1,743,-1,744,-1,749,-1,856,-1,-1,-1
benchmarks/i10.aig,226,861,855,2,1,35,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,4,-1,-1,739,-1,745,-1,749,-1,850,-1,855,-1,-1,-1
benchmarks/i10.aig,227,861,855,2,1,36,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,-1,-1,-1,649,-1,799,-1,850,-1,809,-1,853,-1,-1,-1
benchmarks/i10.aig,228,861,855,2,1,37,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,82.340,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI22xp33_ASAP7_75t_L,82.290,1.400,4,-1,-1,736,-1,746,-1,795,-1,850,-1,855,-1,-1,-1
benchmarks/i10.aig,229,861,855,3,0,0,violates-required,0,0,615,20,2,NAND2xp33_ASAP7_75t_L,2,2,5,85.730,81.560,-4.170,1.860,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,799,1,856,0,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/i10.aig,230,861,855,3,0,1,no-supers,0,0,615,20,2,?,3,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,746,-1,749,-1,856,-1,-1,-1,-1,-1,-1,-1
benchmarks/i10.aig,231,861,855,3,0,2,no-super-best,0,0,615,20,2,?,3,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,2,-1,-1,799,-1,850,-1,855,-1,-1,-1,-1,-1,-1,-1
benchmarks/i10.aig,232,861,855,3,0,3,violates-required,0,0,615,20,2,NAND3xp33_ASAP7_75t_L,3,7,2,86.300,81.560,-4.740,1.170,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,797,0,798,0,856,0,-1,-1,-1,-1,-1,-1
benchmarks/i10.aig,233,861,855,3,0,4,violates-required,0,0,615,20,2,OAI21xp33_ASAP7_75t_L,3,4,2,85.600,81.560,-4.040,1.170,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,751,1,795,1,856,0,-1,-1,-1,-1,-1,-1
benchmarks/i10.aig,234,861,855,3,0,5,no-supers,0,0,615,20,2,?,4,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,737,-1,736,-1,746,-1,856,-1,-1,-1,-1,-1
benchmarks/i10.aig,235,861,855,3,0,6,no-supers,0,0,615,20,2,?,4,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,734,-1,735,-1,746,-1,856,-1,-1,-1,-1,-1
benchmarks/i10.aig,236,861,855,3,0,7,violates-required,0,0,615,20,2,OAI211xp5_ASAP7_75t_L,4,3,1,82.580,81.560,-1.020,1.400,OAI22xp33_ASAP7_75t_L,81.550,1.400,3,1,0,797,0,798,0,850,1,855,1,-1,-1,-1,-1
benchmarks/i10.aig,237,861,855,3,0,8,no-super-best,0,0,615,20,2,?,4,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,3,-1,-1,2,-1,627,-1,799,-1,855,-1,-1,-1,-1,-1
benchmarks/i10.aig,238,861,855,3,0,9,no-supers,0,0,615,20,2,?,4,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,739,-1,745,-1,749,-1,856,-1,-1,-1,-1,-1
benchmarks/i10.aig,239,861,855,3,0,10,no-super-best,0,0,615,20,2,?,4,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,799,-1,850,-1,809,-1,854,-1,-1,-1,-1,-1
benchmarks/i10.aig,240,861,855,3,0,11,no-supers,0,0,615,20,2,?,4,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,3,-1,-1,746,-1,749,-1,850,-1,855,-1,-1,-1,-1,-1
benchmarks/i10.aig,241,861,855,3,0,12,nonselected,1,0,615,20,2,OAI22xp33_ASAP7_75t_L,4,0,1,81.550,81.560,0.010,1.400,OAI22xp33_ASAP7_75t_L,81.550,1.400,3,1,0,751,1,795,1,850,1,855,1,-1,-1,-1,-1
benchmarks/i10.aig,242,861,855,3,0,13,no-super-best,0,0,615,20,2,?,4,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,736,-1,746,-1,795,-1,856,-1,-1,-1,-1,-1
benchmarks/i10.aig,243,861,855,3,0,14,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,624,-1,629,-1,799,-1,850,-1,854,-1,-1,-1
benchmarks/i10.aig,244,861,855,3,0,15,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,4,-1,-1,737,-1,736,-1,746,-1,850,-1,855,-1,-1,-1
benchmarks/i10.aig,245,861,855,3,0,16,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,2,-1,627,-1,799,-1,809,-1,854,-1,-1,-1
benchmarks/i10.aig,246,861,855,3,0,17,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,4,-1,-1,734,-1,735,-1,746,-1,850,-1,855,-1,-1,-1
benchmarks/i10.aig,247,861,855,3,0,18,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,4,-1,-1,2,-1,624,-1,626,-1,799,-1,855,-1,-1,-1
benchmarks/i10.aig,248,861,855,3,0,19,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,797,-1,798,-1,850,-1,809,-1,854,-1,-1,-1
benchmarks/i10.aig,249,861,855,3,0,20,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,4,-1,-1,2,-1,627,-1,797,-1,798,-1,855,-1,-1,-1
benchmarks/i10.aig,250,861,855,3,0,21,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,4,-1,-1,2,-1,627,-1,751,-1,795,-1,855,-1,-1,-1
benchmarks/i10.aig,251,861,855,3,0,22,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,4,-1,-1,2,-1,627,-1,746,-1,749,-1,855,-1,-1,-1
benchmarks/i10.aig,252,861,855,3,0,23,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,751,-1,795,-1,850,-1,809,-1,854,-1,-1,-1
benchmarks/i10.aig,253,861,855,3,0,24,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,746,-1,749,-1,850,-1,809,-1,854,-1,-1,-1
benchmarks/i10.aig,254,861,855,3,0,25,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,736,-1,739,-1,745,-1,795,-1,856,-1,-1,-1
benchmarks/i10.aig,255,861,855,3,0,26,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,734,-1,735,-1,739,-1,745,-1,856,-1,-1,-1
benchmarks/i10.aig,256,861,855,3,0,27,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,729,-1,730,-1,735,-1,746,-1,856,-1,-1,-1
benchmarks/i10.aig,257,861,855,3,0,28,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,710,-1,738,-1,745,-1,749,-1,856,-1,-1,-1
benchmarks/i10.aig,258,861,855,3,0,29,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,699,-1,709,-1,745,-1,749,-1,856,-1,-1,-1
benchmarks/i10.aig,259,861,855,3,0,30,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,732,-1,733,-1,735,-1,746,-1,856,-1,-1,-1
benchmarks/i10.aig,260,861,855,3,0,31,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,84,-1,208,-1,734,-1,746,-1,856,-1,-1,-1
benchmarks/i10.aig,261,861,855,3,0,32,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,737,-1,736,-1,739,-1,745,-1,856,-1,-1,-1
benchmarks/i10.aig,262,861,855,3,0,33,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,710,-1,727,-1,735,-1,746,-1,856,-1,-1,-1
benchmarks/i10.aig,263,861,855,3,0,34,no-supers,0,0,615,20,2,?,5,0,-1,34028234663852885981170418348451692544.000,81.560,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI22xp33_ASAP7_75t_L,81.550,1.400,-1,-1,-1,739,-1,743,-1,744,-1,749,-1,856,-1,-1,-1
